Station ID,Visit,Data_Source,Location,Date,Chl,MC
NLA17_IL-10013,1,NLA 17,,,20.16,NA
NLA17_ND-10023,1,NLA 17,,,40.57,NA
NLA17_TX-10049,1,NLA 17,,,3.69,NA
NLA17_OK-HP002,1,NLA 17,,,13.52,NA
NLA17_ND-10024,1,NLA 17,,,14.24,NA
NLA17_CA-10003,1,NLA 17,,,13.3,NA
NLA17_KS-10003,1,NLA 17,,,8.46,NA
NLA17_KY-10023,1,NLA 17,,,4.2,NA
NLA17_AR-10002,1,NLA 17,,,6.67,NA
NLA17_FL-10001,1,NLA 17,,,48,NA
NLA17_KS-10011,1,NLA 17,,,21.76,NA
NLA17_CT-10005,1,NLA 17,,,2,NA
NLA17_NC-10009,1,NLA 17,,,107,NA
NLA17_KY-10017,1,NLA 17,,,15.12,NA
NLA17_MI-10099,1,NLA 17,,,1.34,NA
NLA17_TX-10013,1,NLA 17,,,5.33,NA
NLA17_UT-10006,1,NLA 17,,,5.61,NA
NLA17_NE-10037,1,NLA 17,,,28.48,NA
NLA17_NE-HP005,1,NLA 17,,,29.44,NA
NLA17_OK-10011,1,NLA 17,,,117.6,NA
NLA17_TX-HP002,1,NLA 17,,,8.4,NA
NLA17_KY-10004,1,NLA 17,,,53.92,NA
NLA17_KS-10004,1,NLA 17,,,80.4,NA
NLA17_MD-10003,1,NLA 17,,,16.32,NA
NLA17_NC-10014,1,NLA 17,,,38,NA
NLA17_ND-10029,1,NLA 17,,,13.93,NA
NLA17_TX-10011,1,NLA 17,,,18.36,NA
NLA17_NV-10017,1,NLA 17,,,3.64,NA
NLA17_NV-10079,1,NLA 17,,,2.33,NA
NLA17_DE-10005,1,NLA 17,,,1.15,NA
NLA17_TX-10008,1,NLA 17,,,155.6,NA
NLA17_KS-10010,1,NLA 17,,,5.41,NA
NLA17_NE-10032,1,NLA 17,,,7.37,NA
NLA17_OH-10001,1,NLA 17,,,29.37,NA
NLA17_CA-10081,1,NLA 17,,,1.41,NA
NLA17_NE-HP004,1,NLA 17,,,6.12,NA
NLA17_UT-10008,1,NLA 17,,,5.32,NA
NLA17_WI-10001,1,NLA 17,,,75.4,NA
NLA17_NC-10005,1,NLA 17,,,22.31,NA
NLA17_MO-10001,1,NLA 17,,,19.52,NA
NLA17_IL-HP001,1,NLA 17,,,3.34,NA
NLA17_SD-10004,1,NLA 17,,,5.26,NA
NLA17_SD-10013,1,NLA 17,,,19.36,NA
NLA17_KS-10035,1,NLA 17,,,230.8,NA
NLA17_ND-10012,1,NLA 17,,,17.12,NA
NLA17_ND-10090,1,NLA 17,,,60.89,NA
NLA17_NM-10003,1,NLA 17,,,2.21,NA
NLA17_NM-10004,1,NLA 17,,,4.08,NA
NLA17_MI-10084,1,NLA 17,,,1.93,NA
NLA17_CA-10011,1,NLA 17,,,17.6,NA
NLA17_NC-10033,1,NLA 17,,,119.6,NA
NLA17_KS-10002,1,NLA 17,,,59.47,NA
NLA17_KS-10033,1,NLA 17,,,18.96,NA
NLA17_NM-10022,1,NLA 17,,,1.86,NA
NLA17_NM-10002,1,NLA 17,,,2.6,NA
NLA17_CA-10007,1,NLA 17,,,4.71,NA
NLA17_NJ-10003,1,NLA 17,,,3.9,NA
NLA17_VA-10001,1,NLA 17,,,22.88,NA
NLA17_NV-10003,1,NLA 17,,,6.4,NA
NLA17_KY-10024,1,NLA 17,,,2.87,NA
NLA17_PA-10010,1,NLA 17,,,17.83,NA
NLA17_DE-10001,1,NLA 17,,,96.8,NA
NLA17_TX-10006,1,NLA 17,,,60,NA
NLA17_MI-HP001,1,NLA 17,,,5.73,NA
NLA17_MI-10001,2,NLA 17,,,4.98,NA
NLA17_NM-10001,1,NLA 17,,,3.4,NA
NLA17_MO-HP008,1,NLA 17,,,5.35,NA
NLA17_MO-HP010,1,NLA 17,,,3.33,NA
NLA17_MI-10014,1,NLA 17,,,12.34,NA
NLA17_KS-10025,1,NLA 17,,,26.35,NA
NLA17_SD-10005,1,NLA 17,,,3.76,NA
NLA17_ND-10007,1,NLA 17,,,13.92,NA
NLA17_GA-10005,1,NLA 17,,,86.4,NA
NLA17_CA-10010,1,NLA 17,,,1.31,NA
NLA17_VA-10004,1,NLA 17,,,38.08,NA
NLA17_VA-10006,1,NLA 17,,,10.27,NA
NLA17_IA-10003,1,NLA 17,,,24.16,NA
NLA17_OK-10007,1,NLA 17,,,16.56,NA
NLA17_OK-10013,1,NLA 17,,,25.12,NA
NLA17_IN-10047,1,NLA 17,,,2.93,NA
NLA17_NV-10090,1,NLA 17,,,2.11,NA
NLA17_MI-10122,1,NLA 17,,,34.88,NA
NLA17_VA-10035,1,NLA 17,,,87.13,NA
NLA17_PA-10005,1,NLA 17,,,21.07,NA
NLA17_KS-10001,2,NLA 17,,,7.46,NA
NLA17_OH-HP001,1,NLA 17,,,5.02,NA
NLA17_KY-10027,1,NLA 17,,,28.08,NA
NLA17_FL-10003,1,NLA 17,,,2.33,NA
NLA17_MI-10017,1,NLA 17,,,4.26,NA
NLA17_IA-10005,1,NLA 17,,,10.93,NA
NLA17_MO-10008,1,NLA 17,,,207.12,NA
NLA17_ND-10001,1,NLA 17,,,9.76,NA
NLA17_MO-HP007,1,NLA 17,,,1.25,NA
NLA17_MO-HP006,1,NLA 17,,,2.24,NA
NLA17_ND-10005,1,NLA 17,,,3.43,NA
NLA17_ND-10084,1,NLA 17,,,14.64,NA
NLA17_GA-10020,1,NLA 17,,,8.96,NA
NLA17_SD-10023,1,NLA 17,,,6.4,NA
NLA17_SD-10073,1,NLA 17,,,0.88,NA
NLA17_MT-10055,1,NLA 17,,,12.76,NA
NLA17_ND-10037,1,NLA 17,,,78.6,NA
NLA17_ND-10020,1,NLA 17,,,1.78,NA
NLA17_NM-10025,1,NLA 17,,,2.39,NA
NLA17_OK-HP001,1,NLA 17,,,41.33,NA
NLA17_OK-10086,1,NLA 17,,,6.53,NA
NLA17_WV-10001,1,NLA 17,,,2.83,NA
NLA17_MI-10127,1,NLA 17,,,192.8,NA
NLA17_CA-10006,1,NLA 17,,,4.61,NA
NLA17_KS-10005,2,NLA 17,,,11.73,NA
NLA17_MO-HP001,1,NLA 17,,,2.04,NA
NLA17_MO-HP009,1,NLA 17,,,2.67,NA
NLA17_NV-10225,1,NLA 17,,,0.71,NA
NLA17_FL-10006,1,NLA 17,,,23.84,NA
NLA17_NJ-10004,1,NLA 17,,,2.68,NA
NLA17_AZ-10021,1,NLA 17,,,1.3,NA
NLA17_IA-10001,1,NLA 17,,,76.8,NA
NLA17_NM-10041,1,NLA 17,,,6.49,NA
NLA17_KS-10041,1,NLA 17,,,7.62,NA
NLA17_CT-10001,1,NLA 17,,,2.84,NA
NLA17_CT-HP001,1,NLA 17,,,8.07,NA
NLA17_NC-10015,1,NLA 17,,,74.8,NA
NLA17_WI-10014,1,NLA 17,,,3.96,NA
NLA17_TN-10005,1,NLA 17,,,1.08,NA
NLA17_ND-10008,2,NLA 17,,,6.54,NA
NLA17_NM-10005,1,NLA 17,,,51.09,NA
NLA17_NM-10044,1,NLA 17,,,3.45,NA
NLA17_CT-10003,1,NLA 17,,,2.09,NA
NLA17_NC-10030,1,NLA 17,,,2.78,NA
NLA17_NV-10006,2,NLA 17,,,1.16,NA
NLA17_OR-10052,1,NLA 17,,,9.23,NA
NLA17_NC-10007,1,NLA 17,,,10.18,NA
NLA17_OH-10038,1,NLA 17,,,42.08,NA
NLA17_TX-10086,1,NLA 17,,,26.93,NA
NLA17_NC-10010,1,NLA 17,,,22.88,NA
NLA17_NE-10060,1,NLA 17,,,85.28,NA
NLA17_NV-10243,1,NLA 17,,,0.98,NA
NLA17_OK-10005,1,NLA 17,,,1.61,NA
NLA17_OK-10021,1,NLA 17,,,10.94,NA
NLA17_OK-10009,1,NLA 17,,,16.64,NA
NLA17_SD-10039,1,NLA 17,,,73.2,NA
NLA17_DE-10004,1,NLA 17,,,47.2,NA
NLA17_NC-10001,1,NLA 17,,,15.28,NA
NLA17_PA-10006,1,NLA 17,,,9.12,NA
NLA17_MO-10027,1,NLA 17,,,55.29,NA
NLA17_OR-10008,1,NLA 17,,,6,NA
NLA17_TX-10070,1,NLA 17,,,2.83,NA
NLA17_NE-10041,1,NLA 17,,,59.8,NA
NLA17_ND-10017,1,NLA 17,,,2.66,NA
NLA17_IA-10004,1,NLA 17,,,25.28,NA
NLA17_UT-10010,1,NLA 17,,,2.69,NA
NLA17_LA-10002,1,NLA 17,,,20.27,NA
NLA17_SD-10002,1,NLA 17,,,6.93,NA
NLA17_OH-10027,1,NLA 17,,,19.04,NA
NLA17_AZ-10012,1,NLA 17,,,3.73,NA
NLA17_PA-10003,1,NLA 17,,,1.52,NA
NLA17_NV-10002,2,NLA 17,,,2.3,NA
NLA17_KS-HP001,1,NLA 17,,,26.32,NA
NLA17_IN-10011,1,NLA 17,,,6.13,NA
NLA17_NE-10028,1,NLA 17,,,50.4,NA
NLA17_IA-10002,1,NLA 17,,,69.12,NA
NLA17_IN-10028,1,NLA 17,,,9.05,NA
NLA17_MT-10004,1,NLA 17,,,2.19,NA
NLA17_MT-10005,1,NLA 17,,,0.54,NA
NLA17_NE-10001,1,NLA 17,,,140.54,NA
NLA17_AR-10016,1,NLA 17,,,26.4,NA
NLA17_KS-HP002,1,NLA 17,,,4.78,NA
NLA17_MA-HP001,1,NLA 17,,,16.34,NA
NLA17_TX-10015,1,NLA 17,,,44.8,NA
NLA17_OK-10035,1,NLA 17,,,8.97,NA
NLA17_SD-10003,1,NLA 17,,,7.98,NA
NLA17_UT-10005,1,NLA 17,,,39.2,NA
NLA17_ND-10002,1,NLA 17,,,27.2,NA
NLA17_KS-HP003,1,NLA 17,,,4.69,NA
NLA17_NC-10004,1,NLA 17,,,3.8,NA
NLA17_SC-10003,1,NLA 17,,,37.76,NA
NLA17_NM-10037,1,NLA 17,,,8.72,NA
NLA17_OK-10033,1,NLA 17,,,8.59,NA
NLA17_FL-10029,1,NLA 17,,,2.24,NA
NLA17_NH-10917,1,NLA 17,,,2.97,NA
NLA17_OR-10013,1,NLA 17,,,2.54,NA
NLA17_NJ-10002,1,NLA 17,,,16.32,NA
NLA17_ME-10006,1,NLA 17,,,0.91,NA
NLA17_TX-10087,1,NLA 17,,,40.53,NA
NLA17_ND-10021,1,NLA 17,,,13.44,NA
NLA17_IA-10007,1,NLA 17,,,22.27,NA
NLA17_CA-10008,1,NLA 17,,,2.05,NA
NLA17_CA-10012,1,NLA 17,,,0.82,NA
NLA17_ND-10019,1,NLA 17,,,74.67,NA
NLA17_CA-10055,1,NLA 17,,,25.6,NA
NLA17_CT-10021,1,NLA 17,,,3.74,NA
NLA17_TX-10030,1,NLA 17,,,47.6,NA
NLA17_MO-10010,1,NLA 17,,,24,NA
NLA17_PA-10015,1,NLA 17,,,13.6,NA
NLA17_MI-10027,1,NLA 17,,,2.67,NA
NLA17_RI-10010,1,NLA 17,,,9.04,NA
NLA17_DE-10003,1,NLA 17,,,82.13,NA
NLA17_FL-10034,1,NLA 17,,,21.81,NA
NLA17_OH-10031,1,NLA 17,,,62.4,NA
NLA17_SD-10011,1,NLA 17,,,66.86,NA
NLA17_MN-10010,1,NLA 17,,,8.19,NA
NLA17_ND-10001,2,NLA 17,,,16.44,NA
NLA17_MT-10059,1,NLA 17,,,94.47,NA
NLA17_OK-10085,1,NLA 17,,,68.04,NA
NLA17_AZ-10005,1,NLA 17,,,7.86,NA
NLA17_DE-10006,1,NLA 17,,,90.4,NA
NLA17_AL-10005,1,NLA 17,,,32.32,NA
NLA17_AL-10001,1,NLA 17,,,13.36,NA
NLA17_ND-10102,1,NLA 17,,,371.2,NA
NLA17_PA-10013,1,NLA 17,,,26.4,NA
NLA17_MN-10187,1,NLA 17,,,3.58,NA
NLA17_SD-10037,1,NLA 17,,,22.88,NA
NLA17_PA-HP001,1,NLA 17,,,0.79,NA
NLA17_MT-10029,1,NLA 17,,,137,NA
NLA17_NE-10006,1,NLA 17,,,34,NA
NLA17_NE-10059,1,NLA 17,,,21.6,NA
NLA17_NE-10007,1,NLA 17,,,3.56,NA
NLA17_MO-10007,1,NLA 17,,,22.24,NA
NLA17_CO-10024,1,NLA 17,,,3.04,NA
NLA17_OR-10003,1,NLA 17,,,106.59,NA
NLA17_CA-10005,1,NLA 17,,,9.78,NA
NLA17_SC-10002,1,NLA 17,,,12,NA
NLA17_SC-10024,1,NLA 17,,,21.12,NA
NLA17_OR-10002,1,NLA 17,,,0.74,NA
NLA17_CA-10021,1,NLA 17,,,3299.18,NA
NLA17_TX-10002,1,NLA 17,,,3.78,NA
NLA17_OH-10002,1,NLA 17,,,49.12,NA
NLA17_NJ-10008,1,NLA 17,,,24.67,NA
NLA17_SC-10015,1,NLA 17,,,26.09,NA
NLA17_LA-10006,1,NLA 17,,,15.88,NA
NLA17_PA-10025,1,NLA 17,,,25.94,NA
NLA17_GA-10001,2,NLA 17,,,34.44,NA
NLA17_MN-10021,1,NLA 17,,,89.6,NA
NLA17_MN-10038,1,NLA 17,,,19.04,NA
NLA17_OK-10015,1,NLA 17,,,63.29,NA
NLA17_CT-10023,1,NLA 17,,,1.6,NA
NLA17_WI-10092,1,NLA 17,,,4.3,NA
NLA17_MN-10007,1,NLA 17,,,2.95,NA
NLA17_ME-10001,1,NLA 17,,,1.45,NA
NLA17_ID-10059,1,NLA 17,,,3.04,NA
NLA17_AL-10003,1,NLA 17,,,11.95,NA
NLA17_UT-10007,1,NLA 17,,,2.61,NA
NLA17_VA-10012,1,NLA 17,,,43.04,NA
NLA17_VA-HP005,1,NLA 17,,,2.91,NA
NLA17_SD-10022,1,NLA 17,,,14.2,NA
NLA17_IN-10003,1,NLA 17,,,10.67,NA
NLA17_PA-HP002,1,NLA 17,,,5.55,NA
NLA17_GA-10022,1,NLA 17,,,19.52,NA
NLA17_VT-10003,1,NLA 17,,,1.17,NA
NLA17_NE-10046,1,NLA 17,,,192,NA
NLA17_MN-HP003,1,NLA 17,,,2.39,NA
NLA17_MN-10025,1,NLA 17,,,6.1,NA
NLA17_MT-10009,1,NLA 17,,,10.24,NA
NLA17_OR-10060,1,NLA 17,,,13.76,NA
NLA17_MS-10003,1,NLA 17,,,10.69,NA
NLA17_MS-10007,1,NLA 17,,,4.4,NA
NLA17_OH-10007,1,NLA 17,,,0.63,NA
NLA17_NE-10061,1,NLA 17,,,0.92,NA
NLA17_ME-10043,1,NLA 17,,,6.56,NA
NLA17_TX-10072,1,NLA 17,,,10.5,NA
NLA17_FL-10005,1,NLA 17,,,69.87,NA
NLA17_SC-10027,1,NLA 17,,,3.01,NA
NLA17_VA-10002,1,NLA 17,,,42.24,NA
NLA17_VA-HP007,1,NLA 17,,,1.8,NA
NLA17_NE-10073,1,NLA 17,,,8.96,NA
NLA17_OR-10009,1,NLA 17,,,2.72,NA
NLA17_MO-10006,1,NLA 17,,,5.15,NA
NLA17_AL-10004,1,NLA 17,,,13.36,NA
NLA17_AL-10008,1,NLA 17,,,47.28,NA
NLA17_ND-10095,1,NLA 17,,,20.64,NA
NLA17_ND-10003,1,NLA 17,,,120,NA
NLA17_ND-10010,1,NLA 17,,,73,NA
NLA17_IN-10008,1,NLA 17,,,38.4,NA
NLA17_NM-10024,1,NLA 17,,,0.34,NA
NLA17_CO-10051,1,NLA 17,,,5.25,NA
NLA17_CO-10009,1,NLA 17,,,1.45,NA
NLA17_CO-10053,1,NLA 17,,,10.49,NA
NLA17_TX-10004,1,NLA 17,,,6.43,NA
NLA17_UT-10056,1,NLA 17,,,1.36,NA
NLA17_VT-10016,1,NLA 17,,,1.19,NA
NLA17_OK-10066,1,NLA 17,,,24.3,NA
NLA17_OK-10008,1,NLA 17,,,12.59,NA
NLA17_CO-10037,1,NLA 17,,,181.2,NA
NLA17_LA-10001,1,NLA 17,,,68,NA
NLA17_OR-10012,1,NLA 17,,,8.24,NA
NLA17_WI-10016,1,NLA 17,,,4.13,NA
NLA17_ND-10014,1,NLA 17,,,5.68,NA
NLA17_ND-10026,1,NLA 17,,,27.54,NA
NLA17_ND-10009,1,NLA 17,,,38.9,NA
NLA17_NE-10011,1,NLA 17,,,152,NA
NLA17_ME-10042,1,NLA 17,,,9.68,NA
NLA17_OK-10050,1,NLA 17,,,25.12,NA
NLA17_ND-10070,1,NLA 17,,,39.81,NA
NLA17_OK-10010,1,NLA 17,,,30,NA
NLA17_TX-10021,1,NLA 17,,,12.93,NA
NLA17_IN-10077,1,NLA 17,,,43.68,NA
NLA17_RI-10008,1,NLA 17,,,7.5,NA
NLA17_ID-10088,1,NLA 17,,,1.36,NA
NLA17_LA-10046,1,NLA 17,,,81.87,NA
NLA17_WI-10111,1,NLA 17,,,2.86,NA
NLA17_CO-HP002,1,NLA 17,,,1.14,NA
NLA17_CO-10010,1,NLA 17,,,1.2,NA
NLA17_ND-10013,1,NLA 17,,,13.8,NA
NLA17_ND-10069,1,NLA 17,,,13.6,NA
NLA17_NE-10012,1,NLA 17,,,30.4,NA
NLA17_OK-10004,1,NLA 17,,,10.82,NA
NLA17_NE-10014,1,NLA 17,,,77.68,NA
NLA17_NE-10038,1,NLA 17,,,114.19,NA
NLA17_OR-10063,1,NLA 17,,,0.3,NA
NLA17_CA-10002,1,NLA 17,,,0.77,NA
NLA17_CA-10009,1,NLA 17,,,3,NA
NLA17_OH-10024,1,NLA 17,,,205.92,NA
NLA17_ND-10100,1,NLA 17,,,50.4,NA
NLA17_AR-10001,2,NLA 17,,,43,NA
NLA17_MN-10002,1,NLA 17,,,114.29,NA
NLA17_WI-10027,1,NLA 17,,,29.9,NA
NLA17_CO-10038,1,NLA 17,,,1.45,NA
NLA17_ND-10089,1,NLA 17,,,117,NA
NLA17_IA-10031,1,NLA 17,,,13.14,NA
NLA17_NE-10025,1,NLA 17,,,178.88,NA
NLA17_MN-10026,1,NLA 17,,,39.04,NA
NLA17_OR-10079,1,NLA 17,,,1,NA
NLA17_TX-10020,1,NLA 17,,,6.09,NA
NLA17_TX-10022,1,NLA 17,,,12.94,NA
NLA17_MT-10014,1,NLA 17,,,0.8,NA
NLA17_MO-10015,1,NLA 17,,,35.2,NA
NLA17_MN-10005,1,NLA 17,,,2.11,NA
NLA17_MN-10189,1,NLA 17,,,3.07,NA
NLA17_AR-HP001,1,NLA 17,,,7.08,NA
NLA17_SD-10001,2,NLA 17,,,3.29,NA
NLA17_ND-10018,1,NLA 17,,,10.56,NA
NLA17_CO-10003,1,NLA 17,,,2.56,NA
NLA17_CO-10008,1,NLA 17,,,8.64,NA
NLA17_CO-10005,1,NLA 17,,,3.59,NA
NLA17_MI-10008,1,NLA 17,,,3.95,NA
NLA17_MI-10028,1,NLA 17,,,1.43,NA
NLA17_IN-10136,1,NLA 17,,,10.08,NA
NLA17_RI-10002,1,NLA 17,,,15.98,NA
NLA17_SD-10081,1,NLA 17,,,8.4,NA
NLA17_CO-10019,1,NLA 17,,,1.74,NA
NLA17_OH-10005,1,NLA 17,,,5.71,NA
NLA17_MA-10001,1,NLA 17,,,6.3,NA
NLA17_CO-10055,1,NLA 17,,,5.4,NA
NLA17_ME-HP003,1,NLA 17,,,3.21,NA
NLA17_MN-10161,1,NLA 17,,,58.4,NA
NLA17_SD-10035,1,NLA 17,,,128.59,NA
NLA17_KY-10002,1,NLA 17,,,2.16,NA
NLA17_RI-10011,1,NLA 17,,,35.64,NA
NLA17_MN-10159,1,NLA 17,,,4.84,NA
NLA17_NC-10001,2,NLA 17,,,9.44,NA
NLA17_NC-10004,2,NLA 17,,,3.32,NA
NLA17_NC-10011,1,NLA 17,,,15.1,NA
NLA17_IN-10100,1,NLA 17,,,17.1,NA
NLA17_GA-10005,2,NLA 17,,,15.81,NA
NLA17_ME-10039,1,NLA 17,,,1.06,NA
NLA17_ND-10032,1,NLA 17,,,137.71,NA
NLA17_CO-10024,2,NLA 17,,,5.49,NA
NLA17_MI-10019,1,NLA 17,,,0.65,NA
NLA17_CT-10006,1,NLA 17,,,2.77,NA
NLA17_NE-10008,1,NLA 17,,,220,NA
NLA17_OR-10102,1,NLA 17,,,0.83,NA
NLA17_MA-10002,1,NLA 17,,,5.03,NA
NLA17_MN-10046,1,NLA 17,,,7.64,NA
NLA17_SD-10007,1,NLA 17,,,86.88,NA
NLA17_NE-10003,1,NLA 17,,,27.2,NA
NLA17_SC-10011,1,NLA 17,,,13.92,NA
NLA17_MA-10007,1,NLA 17,,,3.89,NA
NLA17_CO-10002,1,NLA 17,,,4.76,NA
NLA17_IA-HP001,1,NLA 17,,,7.61,NA
NLA17_PA-10001,1,NLA 17,,,4.84,NA
NLA17_IN-10138,1,NLA 17,,,6.38,NA
NLA17_MN-10006,1,NLA 17,,,5.1,NA
NLA17_MN-10047,1,NLA 17,,,5.15,NA
NLA17_IA-10030,1,NLA 17,,,170.4,NA
NLA17_LA-10018,1,NLA 17,,,84.8,NA
NLA17_GA-10008,1,NLA 17,,,0.98,NA
NLA17_OH-10003,1,NLA 17,,,2.62,NA
NLA17_RI-10006,1,NLA 17,,,11.22,NA
NLA17_SD-10088,1,NLA 17,,,9.44,NA
NLA17_ND-10082,1,NLA 17,,,15.2,NA
NLA17_ND-10016,1,NLA 17,,,55.44,NA
NLA17_IN-10068,1,NLA 17,,,21.52,NA
NLA17_MA-10017,1,NLA 17,,,26.17,NA
NLA17_ME-10020,1,NLA 17,,,1.71,NA
NLA17_IA-10029,1,NLA 17,,,45.6,NA
NLA17_ME-HP001,1,NLA 17,,,2.18,NA
NLA17_ME-HP002,1,NLA 17,,,1.66,NA
NLA17_MS-10019,1,NLA 17,,,8.61,NA
NLA17_NH-10999,1,NLA 17,,,1.8,NA
NLA17_NJ-10025,1,NLA 17,,,106.13,NA
NLA17_OR-10024,1,NLA 17,,,0.24,NA
NLA17_MT-10009,2,NLA 17,,,3.16,NA
NLA17_SC-10003,2,NLA 17,,,21.76,NA
NLA17_SC-10023,1,NLA 17,,,11.15,NA
NLA17_TX-10032,1,NLA 17,,,28.48,NA
NLA17_CO-10011,1,NLA 17,,,1.84,NA
NLA17_SC-10016,1,NLA 17,,,8.11,NA
NLA17_SC-10004,1,NLA 17,,,8.83,NA
NLA17_CO-10007,1,NLA 17,,,4.72,NA
NLA17_CO-10020,1,NLA 17,,,5.08,NA
NLA17_CO-10043,1,NLA 17,,,1.79,NA
NLA17_MA-10004,1,NLA 17,,,8.27,NA
NLA17_MA-10022,1,NLA 17,,,2.78,NA
NLA17_MT-10008,1,NLA 17,,,1.46,NA
NLA17_NE-10029,1,NLA 17,,,10.61,NA
NLA17_CO-10050,1,NLA 17,,,5.5,NA
NLA17_SD-10019,1,NLA 17,,,1.49,NA
NLA17_WI-10005,1,NLA 17,,,29.8,NA
NLA17_OH-10023,1,NLA 17,,,80.32,NA
NLA17_MI-10012,1,NLA 17,,,11.17,NA
NLA17_MN-10033,1,NLA 17,,,3.62,NA
NLA17_CO-10022,1,NLA 17,,,3.89,NA
NLA17_IA-10034,1,NLA 17,,,70.66,NA
NLA17_MA-10018,1,NLA 17,,,10.76,NA
NLA17_OR-10021,1,NLA 17,,,0.35,NA
NLA17_OH-10029,1,NLA 17,,,25.76,NA
NLA17_MD-10026,1,NLA 17,,,3.7,NA
NLA17_TX-10001,2,NLA 17,,,86.43,NA
NLA17_MN-10049,1,NLA 17,,,8.53,NA
NLA17_MA-10005,1,NLA 17,,,2.35,NA
NLA17_CO-10004,1,NLA 17,,,144.5,NA
NLA17_SC-10010,1,NLA 17,,,1.94,NA
NLA17_WY-10021,1,NLA 17,,,0.58,NA
NLA17_MO-10003,1,NLA 17,,,31.2,NA
NLA17_SD-10052,1,NLA 17,,,29.77,NA
NLA17_ND-10034,1,NLA 17,,,79.71,NA
NLA17_ND-10073,1,NLA 17,,,54.86,NA
NLA17_VA-HP008,1,NLA 17,,,5.65,NA
NLA17_IA-10006,1,NLA 17,,,27.92,NA
NLA17_OR-10099,1,NLA 17,,,0.5,NA
NLA17_MN-10001,1,NLA 17,,,4.28,NA
NLA17_MN-10179,1,NLA 17,,,14.94,NA
NLA17_NE-10054,1,NLA 17,,,30.72,NA
NLA17_RI-10001,1,NLA 17,,,10.59,NA
NLA17_TX-10008,2,NLA 17,,,208.82,NA
NLA17_MI-10035,1,NLA 17,,,6.88,NA
NLA17_MA-10003,1,NLA 17,,,9.68,NA
NLA17_OR-10004,1,NLA 17,,,2.34,NA
NLA17_OR-10010,1,NLA 17,,,5.31,NA
NLA17_OH-10008,1,NLA 17,,,49.8,NA
NLA17_OR-10002,2,NLA 17,,,0.67,NA
NLA17_MO-10004,1,NLA 17,,,12.93,NA
NLA17_TX-10099,1,NLA 17,,,6.1,NA
NLA17_OH-10009,1,NLA 17,,,64.16,NA
NLA17_LA-10075,1,NLA 17,,,36.24,NA
NLA17_WY-HP001,1,NLA 17,,,1.71,NA
NLA17_RI-10019,1,NLA 17,,,3.26,NA
NLA17_SC-10012,1,NLA 17,,,4.14,NA
NLA17_PA-10008,1,NLA 17,,,1.93,NA
NLA17_AR-10003,1,NLA 17,,,9.9,NA
NLA17_IA-10038,1,NLA 17,,,177.12,NA
NLA17_IN-10082,1,NLA 17,,,3.59,NA
NLA17_UT-10058,1,NLA 17,,,3.88,NA
NLA17_MN-10042,1,NLA 17,,,67.2,NA
NLA17_CA-10001,2,NLA 17,,,7.28,NA
NLA17_ND-10033,1,NLA 17,,,144,NA
NLA17_MN-10027,1,NLA 17,,,5.84,NA
NLA17_NJ-10010,1,NLA 17,,,110,NA
NLA17_MN-10019,1,NLA 17,,,7.26,NA
NLA17_OK-10082,1,NLA 17,,,11.82,NA
NLA17_OK-10022,1,NLA 17,,,32.8,NA
NLA17_TX-10047,1,NLA 17,,,94.08,NA
NLA17_PA-10011,1,NLA 17,,,9.44,NA
NLA17_RI-10005,1,NLA 17,,,2.44,NA
NLA17_WA-10057,1,NLA 17,,,135.5,NA
NLA17_NH-10891,1,NLA 17,,,2.26,NA
NLA17_GA-10026,1,NLA 17,,,58.6,NA
NLA17_MN-10011,1,NLA 17,,,3.17,NA
NLA17_MO-10005,1,NLA 17,,,4.79,NA
NLA17_MN-10001,2,NLA 17,,,6.26,NA
NLA17_OR-10093,1,NLA 17,,,81.44,NA
NLA17_TN-10015,1,NLA 17,,,1.31,NA
NLA17_MN-10193,1,NLA 17,,,40.96,NA
NLA17_AZ-10006,2,NLA 17,,,38.08,NA
NLA17_TX-10005,1,NLA 17,,,22.88,NA
NLA17_SD-10105,1,NLA 17,,,316.8,NA
NLA17_SD-10090,1,NLA 17,,,6.78,NA
NLA17_ME-10029,1,NLA 17,,,2.12,NA
NLA17_PA-10030,1,NLA 17,,,30.72,NA
NLA17_NE-10064,1,NLA 17,,,25.87,NA
NLA17_MN-10004,1,NLA 17,,,2.98,NA
NLA17_MO-10006,2,NLA 17,,,13.46,NA
NLA17_MT-10011,1,NLA 17,,,0.61,NA
NLA17_GA-10039,1,NLA 17,,,10.75,NA
NLA17_MS-10004,1,NLA 17,,,60.5,NA
NLA17_AR-10021,1,NLA 17,,,96.4,NA
NLA17_RI-10010,2,NLA 17,,,16.32,NA
NLA17_NC-10002,1,NLA 17,,,2.01,NA
NLA17_PA-10006,2,NLA 17,,,13.28,NA
NLA17_MT-10022,1,NLA 17,,,2.5,NA
NLA17_ND-10081,1,NLA 17,,,12.74,NA
NLA17_TN-10006,1,NLA 17,,,2.98,NA
NLA17_CO-10058,1,NLA 17,,,23.85,NA
NLA17_MT-10023,1,NLA 17,,,4.94,NA
NLA17_WY-10001,1,NLA 17,,,2.07,NA
NLA17_NY-10003,1,NLA 17,,,2.37,NA
NLA17_AL-10002,1,NLA 17,,,31.04,NA
NLA17_CT-10004,1,NLA 17,,,4.88,NA
NLA17_TX-10009,1,NLA 17,,,18,NA
NLA17_DE-10001,2,NLA 17,,,100.8,NA
